division_name,ayear,grade,total_count,pass_count,pass_rate,pass_proficient_count,pass_proficient_rate,pass_advanced_count,pass_advanced_rate,min_grade,years_from_start,cohort,race,average,black,division_use
Fluvanna County,2015,8,41,18,43.9,18,43.9,0,0,3,5,2009,Black,71.48,43.9,fluvanna_county
Fluvanna County,2010,3,214,168,78.5,90,42.06,78,36.45,3,0,2009,White,71.69,50,fluvanna_county
Fluvanna County,2011,4,212,178,83.96,117,55.19,61,28.77,3,1,2009,White,82.42,73.33,fluvanna_county
Fluvanna County,2012,5,201,180,89.55,96,47.76,84,41.79,3,2,2009,White,85.13,70.83,fluvanna_county
Fluvanna County,2013,6,188,145,77.13,109,57.98,36,19.15,3,3,2009,White,71.31,48.84,fluvanna_county
Fluvanna County,2014,7,186,145,77.96,113,60.75,32,17.2,3,4,2009,White,70.47,43.18,fluvanna_county
Fluvanna County,2015,8,190,148,77.89,131,68.95,17,8.95,3,5,2009,White,71.48,43.9,fluvanna_county
Greene County,2010,3,215,152,70.7,87,40.47,65,30.23,3,0,2009,All,70.7,68,greene_county
Greene County,2011,4,215,176,81.86,118,54.88,58,26.98,3,1,2009,All,81.86,73.91,greene_county
Greene County,2012,5,212,167,78.77,121,57.08,46,21.7,3,2,2009,All,78.77,58.33,greene_county
Greene County,2013,6,218,142,65.14,122,55.96,20,9.17,3,3,2009,All,65.14,50,greene_county
Greene County,2014,7,218,155,71.1,139,63.76,16,7.34,3,4,2009,All,71.1,56.52,greene_county
Greene County,2015,8,235,169,71.91,151,64.26,18,7.66,3,5,2009,All,71.91,62.5,greene_county
Greene County,2010,3,25,17,68,9,36,8,32,3,0,2009,Black,70.7,68,greene_county
Greene County,2011,4,23,17,73.91,12,52.17,5,21.74,3,1,2009,Black,81.86,73.91,greene_county
Greene County,2012,5,24,14,58.33,9,37.5,5,20.83,3,2,2009,Black,78.77,58.33,greene_county
Greene County,2013,6,24,12,50,11,45.83,1,4.17,3,3,2009,Black,65.14,50,greene_county
Greene County,2014,7,23,13,56.52,12,52.17,1,4.35,3,4,2009,Black,71.1,56.52,greene_county
Greene County,2015,8,24,15,62.5,13,54.17,2,8.33,3,5,2009,Black,71.91,62.5,greene_county
Greene County,2010,3,174,125,71.84,72,41.38,53,30.46,3,0,2009,White,70.7,68,greene_county
Greene County,2011,4,164,139,84.76,90,54.88,49,29.88,3,1,2009,White,81.86,73.91,greene_county
Greene County,2012,5,159,133,83.65,96,60.38,37,23.27,3,2,2009,White,78.77,58.33,greene_county
Greene County,2013,6,166,113,68.07,97,58.43,16,9.64,3,3,2009,White,65.14,50,greene_county
Greene County,2014,7,166,123,74.1,109,65.66,14,8.43,3,4,2009,White,71.1,56.52,greene_county
Greene County,2015,8,182,132,72.53,118,64.84,14,7.69,3,5,2009,White,71.91,62.5,greene_county
Nelson County,2010,3,147,126,85.71,92,62.59,34,23.13,3,0,2009,All,85.71,64,nelson_county
Nelson County,2011,4,151,124,82.12,80,52.98,44,29.14,3,1,2009,All,82.12,54.55,nelson_county
Nelson County,2012,5,144,123,85.42,84,58.33,39,27.08,3,2,2009,All,85.42,68.18,nelson_county
Nelson County,2013,6,153,111,72.55,86,56.21,25,16.34,3,3,2009,All,72.55,45.45,nelson_county
Nelson County,2014,7,156,106,67.95,92,58.97,14,8.97,3,4,2009,All,67.95,NA,nelson_county
Nelson County,2015,8,153,107,69.93,97,63.4,10,6.54,3,5,2009,All,69.93,NA,nelson_county
Nelson County,2010,3,25,16,64,13,52,3,12,3,0,2009,Black,85.71,64,nelson_county
Nelson County,2011,4,22,12,54.55,11,50,1,4.55,3,1,2009,Black,82.12,54.55,nelson_county
Nelson County,2012,5,22,15,68.18,12,54.55,3,13.64,3,2,2009,Black,85.42,68.18,nelson_county
Nelson County,2013,6,22,10,45.45,10,45.45,0,0,3,3,2009,Black,72.55,45.45,nelson_county
Nelson County,2014,7,20,NA,NA,NA,NA,NA,NA,3,4,2009,Black,67.95,NA,nelson_county
Nelson County,2015,8,20,NA,NA,NA,NA,NA,NA,3,5,2009,Black,69.93,NA,nelson_county
Nelson County,2010,3,110,99,90,72,65.45,27,24.55,3,0,2009,White,85.71,64,nelson_county
Nelson County,2011,4,108,94,87.04,58,53.7,36,33.33,3,1,2009,White,82.12,54.55,nelson_county
Nelson County,2012,5,102,92,90.2,63,61.76,29,28.43,3,2,2009,White,85.42,68.18,nelson_county
Nelson County,2013,6,110,87,79.09,65,59.09,22,20,3,3,2009,White,72.55,45.45,nelson_county
Nelson County,2014,7,115,84,73.04,74,64.35,10,8.7,3,4,2009,White,67.95,NA,nelson_county
Nelson County,2015,8,113,82,72.57,73,64.6,9,7.96,3,5,2009,White,69.93,NA,nelson_county
Orange County,2010,3,343,309,90.09,180,52.48,129,37.61,3,0,2009,All,90.09,84.13,orange_county
Orange County,2011,4,346,320,92.49,174,50.29,146,42.2,3,1,2009,All,92.49,84,orange_county
Orange County,2012,5,366,331,90.44,228,62.3,103,28.14,3,2,2009,All,90.44,80,orange_county
Orange County,2013,6,358,252,70.39,194,54.19,58,16.2,3,3,2009,All,70.39,47.27,orange_county
Orange County,2014,7,357,278,77.87,222,62.18,56,15.69,3,4,2009,All,77.87,67.31,orange_county
Orange County,2015,8,367,277,75.48,237,64.58,40,10.9,3,5,2009,All,75.48,59.65,orange_county
Orange County,2010,3,63,53,84.13,37,58.73,16,25.4,3,0,2009,Black,90.09,84.13,orange_county
Orange County,2011,4,50,42,84,27,54,15,30,3,1,2009,Black,92.49,84,orange_county
Orange County,2012,5,55,44,80,34,61.82,10,18.18,3,2,2009,Black,90.44,80,orange_county
Orange County,2013,6,55,26,47.27,22,40,4,7.27,3,3,2009,Black,70.39,47.27,orange_county
Orange County,2014,7,52,35,67.31,33,63.46,2,3.85,3,4,2009,Black,77.87,67.31,orange_county
Orange County,2015,8,57,34,59.65,30,52.63,4,7.02,3,5,2009,Black,75.48,59.65,orange_county
Orange County,2010,3,256,235,91.8,131,51.17,104,40.63,3,0,2009,White,90.09,84.13,orange_county
Orange County,2011,4,242,228,94.21,113,46.69,115,47.52,3,1,2009,White,92.49,84,orange_county
Orange County,2012,5,255,235,92.16,154,60.39,81,31.76,3,2,2009,White,90.44,80,orange_county
Orange County,2013,6,251,190,75.7,143,56.97,47,18.73,3,3,2009,White,70.39,47.27,orange_county
Orange County,2014,7,247,201,81.38,156,63.16,45,18.22,3,4,2009,White,77.87,67.31,orange_county
Orange County,2015,8,252,197,78.17,165,65.48,32,12.7,3,5,2009,White,75.48,59.65,orange_county
Albemarle County,2011,3,967,835,86.35,373,38.57,462,47.78,3,0,2010,All,86.35,72.07,albemarle_county
Albemarle County,2012,4,961,858,89.28,418,43.5,440,45.79,3,1,2010,All,89.28,71.84,albemarle_county
Albemarle County,2013,5,939,713,75.93,506,53.89,207,22.04,3,2,2010,All,75.93,46.39,albemarle_county
Albemarle County,2014,6,940,734,78.09,522,55.53,212,22.55,3,3,2010,All,78.09,44.33,albemarle_county
Albemarle County,2015,7,958,778,81.21,571,59.6,207,21.61,3,4,2010,All,81.21,51,albemarle_county
Albemarle County,2016,8,957,728,76.07,546,57.05,182,19.02,3,5,2010,All,76.07,37,albemarle_county
Albemarle County,2011,3,111,80,72.07,50,45.05,30,27.03,3,0,2010,Black,86.35,72.07,albemarle_county
Albemarle County,2012,4,103,74,71.84,59,57.28,15,14.56,3,1,2010,Black,89.28,71.84,albemarle_county
Albemarle County,2013,5,97,45,46.39,43,44.33,2,2.06,3,2,2010,Black,75.93,46.39,albemarle_county
Albemarle County,2014,6,97,43,44.33,42,43.3,1,1.03,3,3,2010,Black,78.09,44.33,albemarle_county
Albemarle County,2015,7,100,51,51,49,49,2,2,3,4,2010,Black,81.21,51,albemarle_county
Albemarle County,2016,8,100,37,37,36,36,1,1,3,5,2010,Black,76.07,37,albemarle_county
Albemarle County,2011,3,700,632,90.29,258,36.86,374,53.43,3,0,2010,White,86.35,72.07,albemarle_county
Albemarle County,2012,4,703,655,93.17,285,40.54,370,52.63,3,1,2010,White,89.28,71.84,albemarle_county
Albemarle County,2013,5,685,559,81.61,379,55.33,180,26.28,3,2,2010,White,75.93,46.39,albemarle_county
Albemarle County,2014,6,676,572,84.62,390,57.69,182,26.92,3,3,2010,White,78.09,44.33,albemarle_county
Albemarle County,2015,7,680,591,86.91,418,61.47,173,25.44,3,4,2010,White,81.21,51,albemarle_county
Albemarle County,2016,8,683,576,84.33,428,62.66,148,21.67,3,5,2010,White,76.07,37,albemarle_county
Charlottesville City,2011,3,302,265,87.75,144,47.68,121,40.07,3,0,2010,All,87.75,79.39,charlottesville_city
Charlottesville City,2012,4,297,260,87.54,133,44.78,127,42.76,3,1,2010,All,87.54,78.4,charlottesville_city
Charlottesville City,2013,5,262,170,64.89,113,43.13,57,21.76,3,2,2010,All,64.89,42.99,charlottesville_city
Charlottesville City,2014,6,265,164,61.89,107,40.38,57,21.51,3,3,2010,All,61.89,38.74,charlottesville_city
Charlottesville City,2015,7,259,197,76.06,145,55.98,52,20.08,3,4,2010,All,76.06,57.55,charlottesville_city
Charlottesville City,2016,8,243,163,67.08,122,50.21,41,16.87,3,5,2010,All,67.08,46.81,charlottesville_city
Charlottesville City,2011,3,131,104,79.39,76,58.02,28,21.37,3,0,2010,Black,87.75,79.39,charlottesville_city
Charlottesville City,2012,4,125,98,78.4,76,60.8,22,17.6,3,1,2010,Black,87.54,78.4,charlottesville_city
Charlottesville City,2013,5,107,46,42.99,39,36.45,7,6.54,3,2,2010,Black,64.89,42.99,charlottesville_city
Charlottesville City,2014,6,111,43,38.74,36,32.43,7,6.31,3,3,2010,Black,61.89,38.74,charlottesville_city
Charlottesville City,2015,7,106,61,57.55,60,56.6,1,0.94,3,4,2010,Black,76.06,57.55,charlottesville_city
Charlottesville City,2016,8,94,44,46.81,41,43.62,3,3.19,3,5,2010,Black,67.08,46.81,charlottesville_city
Charlottesville City,2011,3,130,124,95.38,52,40,72,55.38,3,0,2010,White,87.75,79.39,charlottesville_city
Charlottesville City,2012,4,125,119,95.2,34,27.2,85,68,3,1,2010,White,87.54,78.4,charlottesville_city
Charlottesville City,2013,5,105,91,86.67,48,45.71,43,40.95,3,2,2010,White,64.89,42.99,charlottesville_city
Charlottesville City,2014,6,104,88,84.62,47,45.19,41,39.42,3,3,2010,White,61.89,38.74,charlottesville_city
Charlottesville City,2015,7,103,95,92.23,54,52.43,41,39.81,3,4,2010,White,76.06,57.55,charlottesville_city
Charlottesville City,2016,8,99,84,84.85,54,54.55,30,30.3,3,5,2010,White,67.08,46.81,charlottesville_city
Fluvanna County,2011,3,278,222,79.86,134,48.2,88,31.65,3,0,2010,All,79.86,56.86,fluvanna_county
Fluvanna County,2012,4,285,240,84.21,131,45.96,109,38.25,3,1,2010,All,84.21,72.92,fluvanna_county
Fluvanna County,2013,5,275,188,68.36,147,53.45,41,14.91,3,2,2010,All,68.36,44.19,fluvanna_county
Fluvanna County,2014,6,275,209,76,160,58.18,49,17.82,3,3,2010,All,76,60.98,fluvanna_county
Fluvanna County,2015,7,267,220,82.4,178,66.67,42,15.73,3,4,2010,All,82.4,69.57,fluvanna_county
Fluvanna County,2016,8,264,203,76.89,176,66.67,27,10.23,3,5,2010,All,76.89,56.1,fluvanna_county
Fluvanna County,2011,3,51,29,56.86,23,45.1,6,11.76,3,0,2010,Black,79.86,56.86,fluvanna_county
Fluvanna County,2012,4,48,35,72.92,29,60.42,6,12.5,3,1,2010,Black,84.21,72.92,fluvanna_county
Fluvanna County,2013,5,43,19,44.19,16,37.21,3,6.98,3,2,2010,Black,68.36,44.19,fluvanna_county
Fluvanna County,2014,6,41,25,60.98,23,56.1,2,4.88,3,3,2010,Black,76,60.98,fluvanna_county
Fluvanna County,2015,7,46,32,69.57,29,63.04,3,6.52,3,4,2010,Black,82.4,69.57,fluvanna_county
Fluvanna County,2016,8,41,23,56.1,23,56.1,0,0,3,5,2010,Black,76.89,56.1,fluvanna_county
Fluvanna County,2011,3,211,180,85.31,103,48.82,77,36.49,3,0,2010,White,79.86,56.86,fluvanna_county
Fluvanna County,2012,4,214,183,85.51,86,40.19,97,45.33,3,1,2010,White,84.21,72.92,fluvanna_county
Fluvanna County,2013,5,207,152,73.43,118,57,34,16.43,3,2,2010,White,68.36,44.19,fluvanna_county
Fluvanna County,2014,6,208,160,76.92,118,56.73,42,20.19,3,3,2010,White,76,60.98,fluvanna_county
Fluvanna County,2015,7,198,166,83.84,130,65.66,36,18.18,3,4,2010,White,82.4,69.57,fluvanna_county
Fluvanna County,2016,8,200,160,80,135,67.5,25,12.5,3,5,2010,White,76.89,56.1,fluvanna_county
Greene County,2011,3,220,170,77.27,102,46.36,68,30.91,3,0,2010,All,77.27,62.5,greene_county
Greene County,2012,4,217,181,83.41,111,51.15,70,32.26,3,1,2010,All,83.41,62.5,greene_county
Greene County,2013,5,231,166,71.86,130,56.28,36,15.58,3,2,2010,All,71.86,52.38,greene_county
Greene County,2014,6,233,136,58.37,115,49.36,21,9.01,3,3,2010,All,58.37,NA,greene_county
Greene County,2015,7,238,180,75.63,123,51.68,57,23.95,3,4,2010,All,75.63,63.64,greene_county
Greene County,2016,8,243,167,68.72,140,57.61,27,11.11,3,5,2010,All,68.72,54.17,greene_county
Greene County,2011,3,16,10,62.5,8,50,2,12.5,3,0,2010,Black,77.27,62.5,greene_county
Greene County,2012,4,16,10,62.5,10,62.5,0,0,3,1,2010,Black,83.41,62.5,greene_county
Greene County,2013,5,21,11,52.38,11,52.38,0,0,3,2,2010,Black,71.86,52.38,greene_county
Greene County,2014,6,20,NA,NA,NA,NA,NA,NA,3,3,2010,Black,58.37,NA,greene_county
Greene County,2015,7,22,14,63.64,14,63.64,0,0,3,4,2010,Black,75.63,63.64,greene_county
Greene County,2016,8,24,13,54.17,13,54.17,0,0,3,5,2010,Black,68.72,54.17,greene_county
Greene County,2011,3,170,137,80.59,79,46.47,58,34.12,3,0,2010,White,77.27,62.5,greene_county
Greene County,2012,4,170,147,86.47,85,50,62,36.47,3,1,2010,White,83.41,62.5,greene_county
Greene County,2013,5,180,138,76.67,104,57.78,34,18.89,3,2,2010,White,71.86,52.38,greene_county
Greene County,2014,6,181,112,61.88,93,51.38,19,10.5,3,3,2010,White,58.37,NA,greene_county
Greene County,2015,7,183,142,77.6,91,49.73,51,27.87,3,4,2010,White,75.63,63.64,greene_county
Greene County,2016,8,182,130,71.43,106,58.24,24,13.19,3,5,2010,White,68.72,54.17,greene_county
Nelson County,2011,3,141,114,80.85,68,48.23,46,32.62,3,0,2010,All,80.85,68.42,nelson_county
Nelson County,2012,4,143,125,87.41,67,46.85,58,40.56,3,1,2010,All,87.41,77.78,nelson_county
Nelson County,2013,5,137,107,78.1,91,66.42,16,11.68,3,2,2010,All,78.1,50,nelson_county
Nelson County,2014,6,130,103,79.23,83,63.85,20,15.38,3,3,2010,All,79.23,NA,nelson_county
Nelson County,2015,7,135,104,77.04,87,64.44,17,12.59,3,4,2010,All,77.04,61.9,nelson_county
Nelson County,2016,8,142,101,71.13,95,66.9,6,4.23,3,5,2010,All,71.13,47.62,nelson_county
Nelson County,2011,3,19,13,68.42,10,52.63,3,15.79,3,0,2010,Black,80.85,68.42,nelson_county
Nelson County,2012,4,18,14,77.78,11,61.11,3,16.67,3,1,2010,Black,87.41,77.78,nelson_county
Nelson County,2013,5,16,8,50,8,50,0,0,3,2,2010,Black,78.1,50,nelson_county
Nelson County,2014,6,19,NA,NA,NA,NA,NA,NA,3,3,2010,Black,79.23,NA,nelson_county
Nelson County,2015,7,21,13,61.9,12,57.14,1,4.76,3,4,2010,Black,77.04,61.9,nelson_county
Nelson County,2016,8,21,10,47.62,10,47.62,0,0,3,5,2010,Black,71.13,47.62,nelson_county
Nelson County,2011,3,104,87,83.65,48,46.15,39,37.5,3,0,2010,White,80.85,68.42,nelson_county
Nelson County,2012,4,105,95,90.48,48,45.71,47,44.76,3,1,2010,White,87.41,77.78,nelson_county
Nelson County,2013,5,99,84,84.85,69,69.7,15,15.15,3,2,2010,White,78.1,50,nelson_county
Nelson County,2014,6,93,80,86.02,62,66.67,18,19.35,3,3,2010,White,79.23,NA,nelson_county
Nelson County,2015,7,97,80,82.47,65,67.01,15,15.46,3,4,2010,White,77.04,61.9,nelson_county
Nelson County,2016,8,105,79,75.24,73,69.52,6,5.71,3,5,2010,White,71.13,47.62,nelson_county
Orange County,2011,3,381,334,87.66,167,43.83,167,43.83,3,0,2010,All,87.66,75.51,orange_county
Orange County,2012,4,384,353,91.93,195,50.78,158,41.15,3,1,2010,All,91.93,85.19,orange_county
Orange County,2013,5,386,296,76.68,222,57.51,74,19.17,3,2,2010,All,76.68,56.82,orange_county
Orange County,2014,6,383,281,73.37,241,62.92,40,10.44,3,3,2010,All,73.37,50,orange_county
Orange County,2015,7,401,342,85.29,283,70.57,59,14.71,3,4,2010,All,85.29,69.57,orange_county
Orange County,2016,8,385,299,77.66,249,64.68,50,12.99,3,5,2010,All,77.66,68.09,orange_county
Orange County,2011,3,49,37,75.51,25,51.02,12,24.49,3,0,2010,Black,87.66,75.51,orange_county
Orange County,2012,4,54,46,85.19,32,59.26,14,25.93,3,1,2010,Black,91.93,85.19,orange_county
Orange County,2013,5,44,25,56.82,21,47.73,4,9.09,3,2,2010,Black,76.68,56.82,orange_county
Orange County,2014,6,40,20,50,18,45,2,5,3,3,2010,Black,73.37,50,orange_county
Orange County,2015,7,46,32,69.57,26,56.52,6,13.04,3,4,2010,Black,85.29,69.57,orange_county
Orange County,2016,8,47,32,68.09,29,61.7,3,6.38,3,5,2010,Black,77.66,68.09,orange_county
Orange County,2011,3,275,246,89.45,117,42.55,129,46.91,3,0,2010,White,87.66,75.51,orange_county
Orange County,2012,4,273,254,93.04,133,48.72,121,44.32,3,1,2010,White,91.93,85.19,orange_county
Orange County,2013,5,280,224,80,162,57.86,62,22.14,3,2,2010,White,76.68,56.82,orange_county
Orange County,2014,6,279,216,77.42,181,64.87,35,12.54,3,3,2010,White,73.37,50,orange_county
Orange County,2015,7,289,254,87.89,209,72.32,45,15.57,3,4,2010,White,85.29,69.57,orange_county
Orange County,2016,8,273,217,79.49,178,65.2,39,14.29,3,5,2010,White,77.66,68.09,orange_county
Albemarle County,2012,3,925,792,85.62,438,47.35,354,38.27,3,0,2011,All,85.62,60.61,albemarle_county
Albemarle County,2013,4,940,664,70.64,477,50.74,187,19.89,3,1,2011,All,70.64,44,albemarle_county
Albemarle County,2014,5,898,685,76.28,497,55.35,188,20.94,3,2,2011,All,76.28,49.45,albemarle_county
Albemarle County,2015,6,927,726,78.32,546,58.9,180,19.42,3,3,2011,All,78.32,53.68,albemarle_county
Albemarle County,2016,7,939,787,83.81,583,62.09,204,21.73,3,4,2011,All,83.81,63.27,albemarle_county
Albemarle County,2017,8,933,727,77.92,527,56.48,200,21.44,3,5,2011,All,77.92,52.94,albemarle_county
Albemarle County,2012,3,99,60,60.61,48,48.48,12,12.12,3,0,2011,Black,85.62,60.61,albemarle_county
Albemarle County,2013,4,100,44,44,40,40,4,4,3,1,2011,Black,70.64,44,albemarle_county
Albemarle County,2014,5,91,45,49.45,38,41.76,7,7.69,3,2,2011,Black,76.28,49.45,albemarle_county
Albemarle County,2015,6,95,51,53.68,49,51.58,2,2.11,3,3,2011,Black,78.32,53.68,albemarle_county
Albemarle County,2016,7,98,62,63.27,60,61.22,2,2.04,3,4,2011,Black,83.81,63.27,albemarle_county
Albemarle County,2017,8,102,54,52.94,54,52.94,0,0,3,5,2011,Black,77.92,52.94,albemarle_county
Albemarle County,2012,3,620,558,90,283,45.65,275,44.35,3,0,2011,White,85.62,60.61,albemarle_county
Albemarle County,2013,4,636,489,76.89,336,52.83,153,24.06,3,1,2011,White,70.64,44,albemarle_county
Albemarle County,2014,5,610,496,81.31,347,56.89,149,24.43,3,2,2011,White,76.28,49.45,albemarle_county
Albemarle County,2015,6,624,520,83.33,378,60.58,142,22.76,3,3,2011,White,78.32,53.68,albemarle_county
Albemarle County,2016,7,633,563,88.94,404,63.82,159,25.12,3,4,2011,White,83.81,63.27,albemarle_county
Albemarle County,2017,8,617,524,84.93,373,60.45,151,24.47,3,5,2011,White,77.92,52.94,albemarle_county
Charlottesville City,2012,3,296,266,89.86,136,45.95,130,43.92,3,0,2011,All,89.86,84.88,charlottesville_city
Charlottesville City,2013,4,278,195,70.14,126,45.32,69,24.82,3,1,2011,All,70.14,43.53,charlottesville_city
Charlottesville City,2014,5,247,177,71.66,122,49.39,55,22.27,3,2,2011,All,71.66,48.19,charlottesville_city
Charlottesville City,2015,6,245,185,75.51,142,57.96,43,17.55,3,3,2011,All,75.51,59.52,charlottesville_city
Charlottesville City,2016,7,243,198,81.48,146,60.08,52,21.4,3,4,2011,All,81.48,68.24,charlottesville_city
Charlottesville City,2017,8,233,164,70.39,120,51.5,44,18.88,3,5,2011,All,70.39,54.76,charlottesville_city
Charlottesville City,2012,3,86,73,84.88,55,63.95,18,20.93,3,0,2011,Black,89.86,84.88,charlottesville_city
Charlottesville City,2013,4,85,37,43.53,35,41.18,2,2.35,3,1,2011,Black,70.14,43.53,charlottesville_city
Charlottesville City,2014,5,83,40,48.19,36,43.37,4,4.82,3,2,2011,Black,71.66,48.19,charlottesville_city
Charlottesville City,2015,6,84,50,59.52,48,57.14,2,2.38,3,3,2011,Black,75.51,59.52,charlottesville_city
Charlottesville City,2016,7,85,58,68.24,57,67.06,1,1.18,3,4,2011,Black,81.48,68.24,charlottesville_city
Charlottesville City,2017,8,84,46,54.76,44,52.38,2,2.38,3,5,2011,Black,70.39,54.76,charlottesville_city
Charlottesville City,2012,3,142,135,95.07,47,33.1,88,61.97,3,0,2011,White,89.86,84.88,charlottesville_city
Charlottesville City,2013,4,130,117,90,61,46.92,56,43.08,3,1,2011,White,70.14,43.53,charlottesville_city
Charlottesville City,2014,5,106,98,92.45,56,52.83,42,39.62,3,2,2011,White,71.66,48.19,charlottesville_city
Charlottesville City,2015,6,101,92,91.09,57,56.44,35,34.65,3,3,2011,White,75.51,59.52,charlottesville_city
Charlottesville City,2016,7,97,94,96.91,54,55.67,40,41.24,3,4,2011,White,81.48,68.24,charlottesville_city
Charlottesville City,2017,8,92,86,93.48,49,53.26,37,40.22,3,5,2011,White,70.39,54.76,charlottesville_city
Fluvanna County,2012,3,294,246,83.67,120,40.82,126,42.86,3,0,2011,All,83.67,75,fluvanna_county
Fluvanna County,2013,4,281,204,72.6,140,49.82,64,22.78,3,1,2011,All,72.6,54.55,fluvanna_county
Fluvanna County,2014,5,271,205,75.65,161,59.41,44,16.24,3,2,2011,All,75.65,53.49,fluvanna_county
Fluvanna County,2015,6,264,223,84.47,188,71.21,35,13.26,3,3,2011,All,84.47,67.57,fluvanna_county
Fluvanna County,2016,7,260,225,86.54,174,66.92,51,19.62,3,4,2011,All,86.54,71.05,fluvanna_county
Fluvanna County,2017,8,281,215,76.51,179,63.7,36,12.81,3,5,2011,All,76.51,58.97,fluvanna_county
Fluvanna County,2012,3,40,30,75,23,57.5,7,17.5,3,0,2011,Black,83.67,75,fluvanna_county
Fluvanna County,2013,4,44,24,54.55,20,45.45,4,9.09,3,1,2011,Black,72.6,54.55,fluvanna_county
Fluvanna County,2014,5,43,23,53.49,18,41.86,5,11.63,3,2,2011,Black,75.65,53.49,fluvanna_county
Fluvanna County,2015,6,37,25,67.57,25,67.57,0,0,3,3,2011,Black,84.47,67.57,fluvanna_county
Fluvanna County,2016,7,38,27,71.05,25,65.79,2,5.26,3,4,2011,Black,86.54,71.05,fluvanna_county
Fluvanna County,2017,8,39,23,58.97,20,51.28,3,7.69,3,5,2011,Black,76.51,58.97,fluvanna_county
Fluvanna County,2012,3,228,195,85.53,84,36.84,111,48.68,3,0,2011,White,83.67,75,fluvanna_county
Fluvanna County,2013,4,207,159,76.81,106,51.21,53,25.6,3,1,2011,White,72.6,54.55,fluvanna_county
Fluvanna County,2014,5,200,162,81,130,65,32,16,3,2,2011,White,75.65,53.49,fluvanna_county
Fluvanna County,2015,6,201,178,88.56,146,72.64,32,15.92,3,3,2011,White,84.47,67.57,fluvanna_county
Fluvanna County,2016,7,198,176,88.89,131,66.16,45,22.73,3,4,2011,White,86.54,71.05,fluvanna_county
Fluvanna County,2017,8,215,171,79.53,141,65.58,30,13.95,3,5,2011,White,76.51,58.97,fluvanna_county
Greene County,2012,3,243,193,79.42,124,51.03,69,28.4,3,0,2011,All,79.42,62.5,greene_county
Greene County,2013,4,230,142,61.74,117,50.87,25,10.87,3,1,2011,All,61.74,53.33,greene_county
Greene County,2014,5,232,161,69.4,109,46.98,52,22.41,3,2,2011,All,69.4,53.33,greene_county
Greene County,2015,6,237,164,69.2,133,56.12,31,13.08,3,3,2011,All,69.2,52.63,greene_county
Greene County,2016,7,235,191,81.28,166,70.64,25,10.64,3,4,2011,All,81.28,84.21,greene_county
Greene County,2017,8,234,183,78.21,145,61.97,38,16.24,3,5,2011,All,78.21,84.21,greene_county
Greene County,2012,3,16,10,62.5,6,37.5,4,25,3,0,2011,Black,79.42,62.5,greene_county
Greene County,2013,4,15,8,53.33,8,53.33,0,0,3,1,2011,Black,61.74,53.33,greene_county
Greene County,2014,5,15,8,53.33,5,33.33,3,20,3,2,2011,Black,69.4,53.33,greene_county
Greene County,2015,6,19,10,52.63,9,47.37,1,5.26,3,3,2011,Black,69.2,52.63,greene_county
Greene County,2016,7,19,16,84.21,16,84.21,0,0,3,4,2011,Black,81.28,84.21,greene_county
Greene County,2017,8,19,16,84.21,14,73.68,2,10.53,3,5,2011,Black,78.21,84.21,greene_county
Greene County,2012,3,184,151,82.07,92,50,59,32.07,3,0,2011,White,79.42,62.5,greene_county
Greene County,2013,4,171,113,66.08,91,53.22,22,12.87,3,1,2011,White,61.74,53.33,greene_county
Greene County,2014,5,174,131,75.29,91,52.3,40,22.99,3,2,2011,White,69.4,53.33,greene_county
Greene County,2015,6,179,132,73.74,105,58.66,27,15.08,3,3,2011,White,69.2,52.63,greene_county
Greene County,2016,7,181,152,83.98,130,71.82,22,12.15,3,4,2011,White,81.28,84.21,greene_county
Greene County,2017,8,178,142,79.78,110,61.8,32,17.98,3,5,2011,White,78.21,84.21,greene_county
Nelson County,2012,3,154,126,81.82,81,52.6,45,29.22,3,0,2011,All,81.82,80,nelson_county
Nelson County,2013,4,152,99,65.13,82,53.95,17,11.18,3,1,2011,All,65.13,NA,nelson_county
Nelson County,2014,5,152,119,78.29,95,62.5,24,15.79,3,2,2011,All,78.29,53.33,nelson_county
Nelson County,2015,6,150,120,80,103,68.67,17,11.33,3,3,2011,All,80,68.75,nelson_county
Nelson County,2016,7,147,124,84.35,97,65.99,27,18.37,3,4,2011,All,84.35,57.14,nelson_county
